"corpus","file","row","axis","direction","screen","flags","evidence","text"
"source_pool","data/question-pools/axis3-social-attunement.json","146","Social Attunement","hypo-attuned","no_lexical_cue","","","I do not automatically read into people's tone or body language."
"source_pool","data/question-pools/axis3-social-attunement.json","147","Social Attunement","hypo-attuned","conditional_only","conditional_only","before","I rarely pick up on the nonverbal negotiation that happens before a group makes a decision."
"source_pool","data/question-pools/axis3-social-attunement.json","148","Social Attunement","hypo-attuned","no_lexical_cue","","","I tend to be unaware of the unspoken rules about what topics are acceptable at a particular gathering."
"source_pool","data/question-pools/axis3-social-attunement.json","149","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I do not usually notice when someone is carefully not mentioning a person or topic that is obviously relevant."
"source_pool","data/question-pools/axis3-social-attunement.json","150","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find that I generally miss when someone uses my name mid-conversation to increase intimacy or pressure."
"source_pool","data/question-pools/axis3-social-attunement.json","151","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I do not naturally notice when a conversation between two people nearby is meant for me to overhear."
"source_pool","data/question-pools/axis3-social-attunement.json","152","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I tend not to register when a group's dynamic shifts because of a new piece of information."
"source_pool","data/question-pools/axis3-social-attunement.json","153","Social Attunement","hypo-attuned","no_lexical_cue","","","I tend not to read meaning into someone choosing to communicate by text versus calling versus meeting in person."
"source_pool","data/question-pools/axis3-social-attunement.json","154","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely sense when a group has an unspoken agreement about who the designated leader is."
"source_pool","data/question-pools/axis3-social-attunement.json","155","Social Attunement","hypo-attuned","context_candidate","setting","in a conversation","I rarely detect when a person's interest in a conversation suddenly spikes because of something specific that was said."
"source_pool","data/question-pools/axis3-social-attunement.json","156","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I do not naturally detect when someone uses a group's shared values or language to gain credibility."
"source_pool","data/question-pools/axis3-social-attunement.json","157","Social Attunement","hypo-attuned","context_candidate","setting","in a conversation","I tend not to register the social dynamics of who gets the last word in a conversation."
"source_pool","data/question-pools/axis3-social-attunement.json","158","Social Attunement","hypo-attuned","conditional_only","conditional_only","when; before","I do not pick up on when someone is testing my reaction before committing to a stance."
"source_pool","data/question-pools/axis3-social-attunement.json","159","Social Attunement","hypo-attuned","no_lexical_cue","","","I tend to miss the way people calibrate how much personal information to share based on their read of the room."
"source_pool","data/question-pools/axis3-social-attunement.json","160","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely notice the implicit choreography of how a group arranges itself when it walks together."
"source_pool","data/question-pools/axis3-social-attunement.json","161","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely notice when someone slows down a conversation to give a quieter person space to contribute."
"source_pool","data/question-pools/axis3-social-attunement.json","162","Social Attunement","hypo-attuned","context_candidate","event","disagreement","I find it difficult to tell whether a group's silence indicates contentment or suppressed disagreement."
"source_pool","data/question-pools/axis3-social-attunement.json","163","Social Attunement","hypo-attuned","context_candidate","relationship","friend","I do not naturally sense when a friend group has an inner circle and an outer circle."
"source_pool","data/question-pools/axis3-social-attunement.json","164","Social Attunement","hypo-attuned","context_candidate","setting","in a conversation","I tend not to notice when someone deliberately includes me in a conversation by directing a question my way."
"source_pool","data/question-pools/axis3-social-attunement.json","165","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find it hard to tell when someone is genuinely asking for my opinion versus looking for validation."
"source_pool","data/question-pools/axis3-social-attunement.json","166","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely sense when a person is anchoring a negotiation through seemingly casual conversation."
"source_pool","data/question-pools/axis3-social-attunement.json","167","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I find it hard to detect when someone is being supportive on the surface but competitive underneath."
"source_pool","data/question-pools/axis3-social-attunement.json","168","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I do not naturally sense when two people are having a power struggle disguised as polite conversation."
"source_pool","data/question-pools/axis3-social-attunement.json","169","Social Attunement","hypo-attuned","no_lexical_cue","","","I rarely consider whether the timing of a message carries meaning beyond its content."
"source_pool","data/question-pools/axis3-social-attunement.json","170","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I tend to miss it when a person's agreement comes with a subtle qualifier that changes its meaning entirely."
"source_pool","data/question-pools/axis3-social-attunement.json","171","Social Attunement","hypo-attuned","conditional_only","conditional_only","during","I do not naturally notice the way people position themselves during a photo to signal closeness or distance."
"source_pool","data/question-pools/axis3-social-attunement.json","172","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely register when someone raises their eyebrows briefly to acknowledge a shared understanding."
"source_pool","data/question-pools/axis3-social-attunement.json","173","Social Attunement","hypo-attuned","no_lexical_cue","","","I tend not to think about why someone chose to sit where they sat."
"source_pool","data/question-pools/axis3-social-attunement.json","174","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely notice when the formality of an interaction is mismatched with the actual closeness of the relationship."
"source_pool","data/question-pools/axis3-social-attunement.json","175","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely notice when a person carefully positions a negative opinion as a question to soften the delivery."
"source_pool","data/question-pools/axis3-social-attunement.json","176","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely sense when a social environment has an implicit dress code or behavioral code that I am violating."
"source_pool","data/question-pools/axis3-social-attunement.json","177","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I tend not to notice when someone shifts their gaze away to signal they are done with a topic."
"source_pool","data/question-pools/axis3-social-attunement.json","178","Social Attunement","hypo-attuned","context_candidate","setting","in a group","I rarely notice the social dynamics of who pays for what in a group."
"source_pool","data/question-pools/axis3-social-attunement.json","179","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I do not naturally sense when a group has collectively moved on from a topic that one person still wants to discuss."
"source_pool","data/question-pools/axis3-social-attunement.json","180","Social Attunement","hypo-attuned","conditional_only","conditional_only","when","I rarely sense when a person's choice of words reveals their stance on an issue they have not explicitly addressed."
"source_pool","data/question-pools/axis4-conscientiousness.json","1","Conscientiousness","conscientious","conditional_only","conditional_only","when","I feel uneasy when I don't have a clear plan for the week ahead."
"source_pool","data/question-pools/axis4-conscientiousness.json","2","Conscientiousness","conscientious","no_lexical_cue","","","I use tools like spreadsheets, project boards, or apps to keep my life organized."
"source_pool","data/question-pools/axis4-conscientiousness.json","3","Conscientiousness","conscientious","no_lexical_cue","","","I review my calendar at the start of each day to set my intentions."
"source_pool","data/question-pools/axis4-conscientiousness.json","4","Conscientiousness","conscientious","no_lexical_cue","","","I schedule specific times to check and respond to messages rather than staying reactive."
"source_pool","data/question-pools/axis4-conscientiousness.json","5","Conscientiousness","conscientious","context_candidate","event","deadline","I rarely miss a deadline because I build buffer time into my schedules."
"source_pool","data/question-pools/axis4-conscientiousness.json","6","Conscientiousness","conscientious","no_lexical_cue","","","I track my progress methodically to ensure I'm meeting my targets."
"source_pool","data/question-pools/axis4-conscientiousness.json","7","Conscientiousness","conscientious","no_lexical_cue","","","I feel uncomfortable starting a project without a clear outline of the steps involved."
"source_pool","data/question-pools/axis4-conscientiousness.json","8","Conscientiousness","conscientious","no_lexical_cue","","","I find deep satisfaction in checking items off a well-organized to-do list."
"source_pool","data/question-pools/axis4-conscientiousness.json","9","Conscientiousness","conscientious","no_lexical_cue","","","I review my goals regularly and adjust my plans to stay on track."
"source_pool","data/question-pools/axis4-conscientiousness.json","10","Conscientiousness","conscientious","no_lexical_cue","","","I proactively organize shared spaces and group projects because order enables progress."
"source_pool","data/question-pools/axis4-conscientiousness.json","11","Conscientiousness","conscientious","no_lexical_cue","","","I create backup plans because I know that primary plans sometimes fail."
"source_pool","data/question-pools/axis4-conscientiousness.json","12","Conscientiousness","conscientious","conditional_only","conditional_only","before","I am the kind of person who reads the manual before using a new device."
"source_pool","data/question-pools/axis4-conscientiousness.json","13","Conscientiousness","conscientious","no_lexical_cue","","","I schedule thinking time into my calendar rather than leaving reflection to chance."
"source_pool","data/question-pools/axis4-conscientiousness.json","14","Conscientiousness","conscientious","conditional_only","conditional_only","when; if","I feel more in control when I have a plan, even if it needs to be adjusted later."
"source_pool","data/question-pools/axis4-conscientiousness.json","15","Conscientiousness","conscientious","no_lexical_cue","","","I make it a point to arrive early to appointments and meetings."
"source_pool","data/question-pools/axis4-conscientiousness.json","16","Conscientiousness","conscientious","no_lexical_cue","","","I keep a detailed calendar and refer to it multiple times a day."
"source_pool","data/question-pools/axis4-conscientiousness.json","17","Conscientiousness","conscientious","no_lexical_cue","","","I approach important decisions by gathering information and analyzing options systematically."
"source_pool","data/question-pools/axis4-conscientiousness.json","18","Conscientiousness","conscientious","no_lexical_cue","","","I consistently set long-term goals and build step-by-step plans to reach them."
"source_pool","data/question-pools/axis4-conscientiousness.json","19","Conscientiousness","conscientious","no_lexical_cue","","","I maintain an archive of past work so I can reference and build on it."
"source_pool","data/question-pools/axis4-conscientiousness.json","20","Conscientiousness","conscientious","no_lexical_cue","","","I invest time in building habits that will pay dividends over months and years."
"source_pool","data/question-pools/axis4-conscientiousness.json","21","Conscientiousness","conscientious","conditional_only","conditional_only","before","I lay out my clothes, pack my bag, or prepare materials the night before."
"source_pool","data/question-pools/axis4-conscientiousness.json","22","Conscientiousness","conscientious","no_lexical_cue","","","I systematically review and update my plans as new information becomes available."
"source_pool","data/question-pools/axis4-conscientiousness.json","23","Conscientiousness","conscientious","no_lexical_cue","","","I take pride in my reputation for dependability and follow-through."
"source_pool","data/question-pools/axis4-conscientiousness.json","24","Conscientiousness","conscientious","conditional_only","conditional_only","when","I feel a genuine sense of accomplishment when I execute a plan exactly as designed."
"source_pool","data/question-pools/axis4-conscientiousness.json","25","Conscientiousness","conscientious","no_lexical_cue","","","I keep a journal or log to reflect on my progress and hold myself accountable."
"source_pool","data/question-pools/axis4-conscientiousness.json","26","Conscientiousness","conscientious","no_lexical_cue","","","I maintain an orderly queue of tasks rather than juggling them all at once."
"source_pool","data/question-pools/axis4-conscientiousness.json","27","Conscientiousness","conscientious","conditional_only","conditional_only","before","I sequence my tasks so that each one builds logically on the one before."
"source_pool","data/question-pools/axis4-conscientiousness.json","28","Conscientiousness","conscientious","no_lexical_cue","","","I think of my future self as someone I am actively building conditions for."
"source_pool","data/question-pools/axis4-conscientiousness.json","29","Conscientiousness","conscientious","no_lexical_cue","","","I find it satisfying to bring order to something that was previously disorganized."
"source_pool","data/question-pools/axis4-conscientiousness.json","30","Conscientiousness","conscientious","no_lexical_cue","","","I take a methodical approach to learning new skills, following a structured curriculum."
"source_pool","data/question-pools/axis4-conscientiousness.json","31","Conscientiousness","conscientious","no_lexical_cue","","","I protect focused work time by blocking it on my calendar so no one can interrupt it."
"source_pool","data/question-pools/axis4-conscientiousness.json","32","Conscientiousness","conscientious","no_lexical_cue","","","I keep a running list of things I need to remember and review it regularly."
"source_pool","data/question-pools/axis4-conscientiousness.json","33","Conscientiousness","conscientious","no_lexical_cue","","","I value knowing exactly where I stand on a project at all times."
"source_pool","data/question-pools/axis4-conscientiousness.json","34","Conscientiousness","conscientious","no_lexical_cue","","","I schedule regular maintenance for my car, home, and other possessions."
"source_pool","data/question-pools/axis4-conscientiousness.json","35","Conscientiousness","conscientious","conditional_only","conditional_only","before","I consider multiple possible outcomes before committing to a decision."
"source_pool","data/question-pools/axis4-conscientiousness.json","36","Conscientiousness","conscientious","conditional_only","conditional_only","before","I think about what tools or supplies I'll need before starting a project."
"source_pool","data/question-pools/axis4-conscientiousness.json","37","Conscientiousness","conscientious","no_lexical_cue","","","I write down lessons from each project so I can apply them to the next one."
"source_pool","data/question-pools/axis4-conscientiousness.json","38","Conscientiousness","conscientious","no_lexical_cue","","","I update my to-do list throughout the day as new tasks surface."
"source_pool","data/question-pools/axis4-conscientiousness.json","39","Conscientiousness","conscientious","no_lexical_cue","","","I schedule appointments with buffer time between them to avoid feeling rushed."
"source_pool","data/question-pools/axis4-conscientiousness.json","40","Conscientiousness","conscientious","no_lexical_cue","","","I think of my daily habits as investments that pay dividends in the years ahead."
"source_pool","data/question-pools/axis4-conscientiousness.json","41","Conscientiousness","conscientious","no_lexical_cue","","","I feel responsible for creating the conditions that will lead to my desired future."
"source_pool","data/question-pools/axis4-conscientiousness.json","42","Conscientiousness","conscientious","no_lexical_cue","","","I create project timelines with specific milestones and check-in points."
"source_pool","data/question-pools/axis4-conscientiousness.json","43","Conscientiousness","conscientious","conditional_only","conditional_only","before","I am careful to manage my energy across the day so I don't burn out before evening."
"source_pool","data/question-pools/axis4-conscientiousness.json","44","Conscientiousness","conscientious","no_lexical_cue","","","I maintain a reading list and work through it systematically."
"source_pool","data/question-pools/axis4-conscientiousness.json","45","Conscientiousness","conscientious","no_lexical_cue","","","I prepare for meetings by reviewing agendas and relevant materials in advance."
"source_pool","data/question-pools/axis4-conscientiousness.json","46","Conscientiousness","conscientious","no_lexical_cue","","","I keep a master list of all ongoing projects and their current statuses."
"source_pool","data/question-pools/axis4-conscientiousness.json","47","Conscientiousness","conscientious","no_lexical_cue","","","I keep a log of what I accomplish each day to maintain awareness of my productivity."
"source_pool","data/question-pools/axis4-conscientiousness.json","48","Conscientiousness","conscientious","context_candidate","event","conflict","I prioritize long-term wellbeing over short-term pleasure when the two conflict."
"source_pool","data/question-pools/axis4-conscientiousness.json","49","Conscientiousness","conscientious","no_lexical_cue","","","I return borrowed items promptly because outstanding obligations weigh on me."
"source_pool","data/question-pools/axis4-conscientiousness.json","50","Conscientiousness","conscientious","no_lexical_cue","","","I value predictability in my daily routine because it lets me focus on what matters."
"source_pool","data/question-pools/axis4-conscientiousness.json","51","Conscientiousness","conscientious","no_lexical_cue","","","I maintain separate spaces or systems for different areas of my life to avoid confusion."
"source_pool","data/question-pools/axis4-conscientiousness.json","52","Conscientiousness","conscientious","conditional_only","conditional_only","when","I account for travel time, transitions, and setup when planning my schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","53","Conscientiousness","conscientious","no_lexical_cue","","","I practice important skills repeatedly until they become second nature."
"source_pool","data/question-pools/axis4-conscientiousness.json","54","Conscientiousness","conscientious","no_lexical_cue","","","I design my workflows to minimize friction and maximize repeatability."
"source_pool","data/question-pools/axis4-conscientiousness.json","55","Conscientiousness","conscientious","conditional_only","conditional_only","when","I feel a strong pull to finish what I start, even when enthusiasm fades."
"source_pool","data/question-pools/axis4-conscientiousness.json","56","Conscientiousness","conscientious","no_lexical_cue","","","I establish naming conventions for my files so I can search for them easily."
"source_pool","data/question-pools/axis4-conscientiousness.json","57","Conscientiousness","conscientious","conditional_only","conditional_only","if","I maintain version histories of important documents so I can revert changes if needed."
"source_pool","data/question-pools/axis4-conscientiousness.json","58","Conscientiousness","conscientious","conditional_only","conditional_only","when","I feel uncomfortable when I leave things half-finished at the end of the day."
"source_pool","data/question-pools/axis4-conscientiousness.json","59","Conscientiousness","conscientious","no_lexical_cue","","","I use consistent formats and templates for recurring communications."
"source_pool","data/question-pools/axis4-conscientiousness.json","60","Conscientiousness","conscientious","no_lexical_cue","","","I keep a record of decisions and the reasoning behind them for future reference."
"source_pool","data/question-pools/axis4-conscientiousness.json","61","Conscientiousness","conscientious","conditional_only","conditional_only","when","I clean as I go when cooking or working on a project to avoid a big mess at the end."
"source_pool","data/question-pools/axis4-conscientiousness.json","62","Conscientiousness","conscientious","no_lexical_cue","","","I tackle administrative tasks on a regular schedule so they never pile up."
"source_pool","data/question-pools/axis4-conscientiousness.json","63","Conscientiousness","conscientious","no_lexical_cue","","","I use a decision journal to record significant choices and revisit them later."
"source_pool","data/question-pools/axis4-conscientiousness.json","64","Conscientiousness","conscientious","no_lexical_cue","","","I finalize plans early to give myself and others time to prepare."
"source_pool","data/question-pools/axis4-conscientiousness.json","65","Conscientiousness","conscientious","conditional_only","conditional_only","when","I leave detailed notes for my future self when pausing a project mid-stream."
"source_pool","data/question-pools/axis4-conscientiousness.json","66","Conscientiousness","conscientious","no_lexical_cue","","","I plan my week on Sunday evening so Monday morning starts with clarity."
"source_pool","data/question-pools/axis4-conscientiousness.json","67","Conscientiousness","conscientious","conditional_only","conditional_only","when","I develop contingency plans for critical tasks even when things are going well."
"source_pool","data/question-pools/axis4-conscientiousness.json","68","Conscientiousness","conscientious","no_lexical_cue","","","I rotate seasonal items in and out of storage on a predictable schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","69","Conscientiousness","conscientious","no_lexical_cue","","","I set recurring calendar events for tasks that need to happen regularly."
"source_pool","data/question-pools/axis4-conscientiousness.json","70","Conscientiousness","conscientious","no_lexical_cue","","","I compare my current progress to my original timeline to gauge whether I'm ahead or behind."
"source_pool","data/question-pools/axis4-conscientiousness.json","71","Conscientiousness","conscientious","no_lexical_cue","","","I calibrate my effort to the importance of each task, giving more attention to high-impact work."
"source_pool","data/question-pools/axis4-conscientiousness.json","72","Conscientiousness","conscientious","conditional_only","conditional_only","before","I weigh the trade-offs of a decision on paper before committing."
"source_pool","data/question-pools/axis4-conscientiousness.json","73","Conscientiousness","conscientious","no_lexical_cue","","","I keep a maintenance schedule for equipment, subscriptions, and recurring needs."
"source_pool","data/question-pools/axis4-conscientiousness.json","74","Conscientiousness","conscientious","conditional_only","conditional_only","when","I feel most confident when I have rehearsed or prepared thoroughly for an event."
"source_pool","data/question-pools/axis4-conscientiousness.json","75","Conscientiousness","conscientious","no_lexical_cue","","","I practice new skills in a structured, progressive way, building from simple to complex."
"source_pool","data/question-pools/axis4-conscientiousness.json","76","Conscientiousness","conscientious","no_lexical_cue","","","I devote a fixed portion of my income to savings regardless of circumstances."
"source_pool","data/question-pools/axis4-conscientiousness.json","77","Conscientiousness","conscientious","no_lexical_cue","","","I use project management frameworks to coordinate complex work."
"source_pool","data/question-pools/axis4-conscientiousness.json","78","Conscientiousness","conscientious","no_lexical_cue","","","I break vague goals into concrete next actions so I always know what to do next."
"source_pool","data/question-pools/axis4-conscientiousness.json","79","Conscientiousness","conscientious","conditional_only","conditional_only","if","I invest time creating systems that make future work easier even if setup takes a while."
"source_pool","data/question-pools/axis4-conscientiousness.json","80","Conscientiousness","conscientious","no_lexical_cue","","","I treat my calendar as a binding contract with myself."
"source_pool","data/question-pools/axis4-conscientiousness.json","81","Conscientiousness","conscientious","conditional_only","conditional_only","before","I prepare agendas before any meeting I'm responsible for."
"source_pool","data/question-pools/axis4-conscientiousness.json","82","Conscientiousness","conscientious","no_lexical_cue","","","I am the type of person who always has a five-year plan or long-range vision."
"source_pool","data/question-pools/axis4-conscientiousness.json","83","Conscientiousness","conscientious","no_lexical_cue","","","I establish personal policies for recurring decisions so I don't have to deliberate each time."
"source_pool","data/question-pools/axis4-conscientiousness.json","84","Conscientiousness","conscientious","no_lexical_cue","","","I build transition rituals between activities to stay grounded and focused."
"source_pool","data/question-pools/axis4-conscientiousness.json","85","Conscientiousness","conscientious","no_lexical_cue","","","I think about what skills I'll need in the future and start developing them now."
"source_pool","data/question-pools/axis4-conscientiousness.json","86","Conscientiousness","conscientious","no_lexical_cue","","","I resist starting new projects until current ones are at a natural stopping point."
"source_pool","data/question-pools/axis4-conscientiousness.json","87","Conscientiousness","conscientious","no_lexical_cue","","","I track the time I spend on different activities to understand where my hours go."
"source_pool","data/question-pools/axis4-conscientiousness.json","88","Conscientiousness","conscientious","no_lexical_cue","","","I verify that backups of important data are running correctly on a regular basis."
"source_pool","data/question-pools/axis4-conscientiousness.json","89","Conscientiousness","conscientious","conditional_only","conditional_only","before","I pre-read materials before classes, workshops, or events so I can engage more deeply."
"source_pool","data/question-pools/axis4-conscientiousness.json","90","Conscientiousness","conscientious","no_lexical_cue","","","I compare estimated time versus actual time on tasks to improve my planning accuracy."
"source_pool","data/question-pools/axis4-conscientiousness.json","91","Conscientiousness","spontaneous","conditional_only","conditional_only","When","When facing a decision, I often go with my first instinct rather than deliberating at length."
"source_pool","data/question-pools/axis4-conscientiousness.json","92","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I eat when I'm hungry and exercise when I feel like it, without a fixed schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","93","Conscientiousness","spontaneous","no_lexical_cue","","","I shop and pack based on what occurs to me in the moment rather than from a list."
"source_pool","data/question-pools/axis4-conscientiousness.json","94","Conscientiousness","spontaneous","no_lexical_cue","","","I find budgets and financial plans too restrictive and prefer to manage money intuitively."
"source_pool","data/question-pools/axis4-conscientiousness.json","95","Conscientiousness","spontaneous","context_candidate","event","deadline","I tend to wait until the pressure of a deadline sharpens my focus."
"source_pool","data/question-pools/axis4-conscientiousness.json","96","Conscientiousness","spontaneous","no_lexical_cue","","","I prefer to let my day unfold naturally rather than follow a rigid schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","97","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I do regular tasks when I remember them rather than relying on calendar prompts."
"source_pool","data/question-pools/axis4-conscientiousness.json","98","Conscientiousness","spontaneous","no_lexical_cue","","","A messy desk doesn't bother me; I know where everything is in my own way."
"source_pool","data/question-pools/axis4-conscientiousness.json","99","Conscientiousness","spontaneous","no_lexical_cue","","","I run errands as they occur to me, sometimes doubling back, and that's fine by me."
"source_pool","data/question-pools/axis4-conscientiousness.json","100","Conscientiousness","spontaneous","no_lexical_cue","","","I tend to work on whatever grabs my attention rather than following a priority list."
"source_pool","data/question-pools/axis4-conscientiousness.json","101","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I deal with maintenance needs when they become apparent rather than on a schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","102","Conscientiousness","spontaneous","no_lexical_cue","","","I prefer to dive into a project and let the structure emerge organically."
"source_pool","data/question-pools/axis4-conscientiousness.json","103","Conscientiousness","spontaneous","no_lexical_cue","","","I trust my gut instincts more than any amount of advance preparation."
"source_pool","data/question-pools/axis4-conscientiousness.json","104","Conscientiousness","spontaneous","no_lexical_cue","","","I redesign my approach each time I encounter a new problem rather than applying a formula."
"source_pool","data/question-pools/axis4-conscientiousness.json","105","Conscientiousness","spontaneous","no_lexical_cue","","","I often start projects without a clear plan, trusting that the path will reveal itself."
"source_pool","data/question-pools/axis4-conscientiousness.json","106","Conscientiousness","spontaneous","no_lexical_cue","","","I'd rather commit quickly to a direction and learn from the results than test endlessly."
"source_pool","data/question-pools/axis4-conscientiousness.json","107","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I pay bills and handle obligations when I notice them rather than setting up automation."
"source_pool","data/question-pools/axis4-conscientiousness.json","108","Conscientiousness","spontaneous","no_lexical_cue","","","I focus all my energy on the primary plan rather than diverting effort to contingencies."
"source_pool","data/question-pools/axis4-conscientiousness.json","109","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I swap seasonal items when the weather actually changes rather than on a set date."
"source_pool","data/question-pools/axis4-conscientiousness.json","110","Conscientiousness","spontaneous","no_lexical_cue","","","I throw things together at the last minute and it usually works out fine."
"source_pool","data/question-pools/axis4-conscientiousness.json","111","Conscientiousness","spontaneous","no_lexical_cue","","","I prefer trips where I can wander freely and discover things without an itinerary."
"source_pool","data/question-pools/axis4-conscientiousness.json","112","Conscientiousness","spontaneous","no_lexical_cue","","","I prefer to speak off the cuff because rehearsed delivery feels stiff to me."
"source_pool","data/question-pools/axis4-conscientiousness.json","113","Conscientiousness","spontaneous","no_lexical_cue","","","I blend research, creation, and revision together fluidly rather than working in distinct phases."
"source_pool","data/question-pools/axis4-conscientiousness.json","114","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I reconnect with people when the impulse strikes rather than tracking our last contact."
"source_pool","data/question-pools/axis4-conscientiousness.json","115","Conscientiousness","spontaneous","no_lexical_cue","","","I prefer to keep my options open rather than lock myself into a specific course of action."
"source_pool","data/question-pools/axis4-conscientiousness.json","116","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I feel more in control when I'm free to react to what's actually happening rather than following a script."
"source_pool","data/question-pools/axis4-conscientiousness.json","117","Conscientiousness","spontaneous","no_lexical_cue","","","I think of each day as its own self-contained experience rather than an investment in the future."
"source_pool","data/question-pools/axis4-conscientiousness.json","118","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I thrive when I can respond to whatever the moment presents rather than sticking to a predetermined path."
"source_pool","data/question-pools/axis4-conscientiousness.json","119","Conscientiousness","spontaneous","no_lexical_cue","","","I let the scope of a task reveal itself as I work rather than defining it upfront."
"source_pool","data/question-pools/axis4-conscientiousness.json","120","Conscientiousness","spontaneous","no_lexical_cue","","","I often have multiple projects going at once and move between them as my interest dictates."
"source_pool","data/question-pools/axis4-conscientiousness.json","121","Conscientiousness","spontaneous","no_lexical_cue","","","I trust that I can handle whatever comes up, so I don't waste time on contingency plans."
"source_pool","data/question-pools/axis4-conscientiousness.json","122","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I respond to messages when the timing feels right, not according to a self-imposed schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","123","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I feel comfortable dropping a project when my interest shifts to something more compelling."
"source_pool","data/question-pools/axis4-conscientiousness.json","124","Conscientiousness","spontaneous","no_lexical_cue","","","I negotiate and make requests without scripted fallbacks, adapting to the flow of conversation."
"source_pool","data/question-pools/axis4-conscientiousness.json","125","Conscientiousness","spontaneous","no_lexical_cue","","","I trust that the things that truly matter will stay in my mind without a list."
"source_pool","data/question-pools/axis4-conscientiousness.json","126","Conscientiousness","spontaneous","conditional_only","conditional_only","if","I rarely make backup plans because I trust my ability to improvise if things go sideways."
"source_pool","data/question-pools/axis4-conscientiousness.json","127","Conscientiousness","spontaneous","no_lexical_cue","","","I focus on creating the conditions for a great present and let the future emerge from that."
"source_pool","data/question-pools/axis4-conscientiousness.json","128","Conscientiousness","spontaneous","no_lexical_cue","","","I learn what I want to achieve by starting to act, not by planning in advance."
"source_pool","data/question-pools/axis4-conscientiousness.json","129","Conscientiousness","spontaneous","no_lexical_cue","","","I send emails as soon as I write them, trusting my first phrasing is good enough."
"source_pool","data/question-pools/axis4-conscientiousness.json","130","Conscientiousness","spontaneous","no_lexical_cue","","","I gauge my productivity by how energized I feel, not by a tally of completed items."
"source_pool","data/question-pools/axis4-conscientiousness.json","131","Conscientiousness","spontaneous","context_candidate","setting","in conversation","I share information as I learn it, refining my understanding in conversation."
"source_pool","data/question-pools/axis4-conscientiousness.json","132","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I prefer to move fast and fix errors when they surface rather than reviewing obsessively."
"source_pool","data/question-pools/axis4-conscientiousness.json","133","Conscientiousness","spontaneous","no_lexical_cue","","","I start my day open to whatever feels most compelling rather than consulting a schedule."
"source_pool","data/question-pools/axis4-conscientiousness.json","134","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I feel a genuine sense of accomplishment when I navigate an unplanned situation successfully."
"source_pool","data/question-pools/axis4-conscientiousness.json","135","Conscientiousness","spontaneous","no_lexical_cue","","","I value speed and momentum over precision in the early stages of any effort."
"source_pool","data/question-pools/axis4-conscientiousness.json","136","Conscientiousness","spontaneous","conditional_only","conditional_only","when","I get bored when a process becomes too routine and look for ways to shake things up."
"source_pool","data/question-pools/axis4-conscientiousness.json","137","Conscientiousness","spontaneous","no_lexical_cue","","","I avoid detailed project timelines because they rarely survive contact with reality."
"source_pool","data/question-pools/axis4-conscientiousness.json","138","Conscientiousness","spontaneous","no_lexical_cue","","","I hold my commitments loosely, knowing that priorities shift and flexibility matters."
"source_pool","data/question-pools/axis4-conscientiousness.json","139","Conscientiousness","spontaneous","conditional_only","conditional_only","if","I like to try a different approach each time, even if the old way worked."
"source_pool","data/question-pools/axis4-conscientiousness.json","140","Conscientiousness","spontaneous","no_lexical_cue","","","My sleep schedule shifts depending on what I'm engaged with; I follow my energy."
