"baseline_commit","source_row_1_based","pole_direction","affective_tag","cognitive_tag","wording_score","question_sha256"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","340","detachment","true","true","2.945","f0c024d391d1b080beb24a10560d4cd99f98822f8d0035b510c44b39f8b446ec"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","346","detachment","true","true","2.890","d07f76d2602083d101222194500ba285d15c5e508801add1ed607edcad1f2e99"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","352","detachment","true","true","2.945","a927c636912bb0aa3e5f70a428f4d2c19c00b70ff44bc87bc6df12b7624ff8ab"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","355","empathy","true","true","2.345","120668b2797491797a83f997192c2c18e3c1257d1da9406eab3e21eed7371281"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","362","detachment","true","false","2.590","97e17b0468eb582f6ce76abd022c2f1b18cdde26d60a07a1c841cd12f5bec59f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","363","empathy","true","false","2.345","ec5a18eed00fb7ab71064f111a21d641c3fa87920a74f42bb9503b7ad1de744c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","366","detachment","true","false","2.945","8cc3a3c9b04986ea0fb13fff89de264f73e3686bcf4c068cc8aa36491fe93962"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","373","empathy","true","false","2.100","906aff0947c2ea07353415b7c8bf02f125e4b9e06a8a629249a2bc14207865e0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","378","detachment","true","false","2.725","7ceb2083ef696eec21cfb1b98fac82be2dfe1432101a155836c5ce6382feaa60"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","379","empathy","false","true","1.500","41640815ea1398cff56c4de5a843dd37a8d9e22f35c108518d0c627a4129c170"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","381","empathy","true","false","3.000","07e8d69405deb4fc7bb913d3b9a8a8f1f16d7b664424fd8aad9eaf722bc4b8db"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","385","empathy","false","true","1.415","20196a7a61064ddc554d34e89f85ac692e78b65040014f3087b59c3e234db7d1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","386","detachment","true","true","2.890","f40650d6a86852b8fb6a94f7aec9696a3588b1bdb00cd987bd3a9ff5ec921881"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","387","empathy","true","false","2.180","c92d84df6f768c0ca4244c959bcd8d902a76b4ef04863eba4d950012b6561e8a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","392","detachment","true","false","2.670","f68ef66a10b9f265dd91083f09c85473900666fe40a66732ad6279b2489f8086"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","396","detachment","true","false","2.890","10e3149d3b7cdde68e84d9056f5884c8e48aa0db13935ff4d54ab2c7e84ce629"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","397","empathy","true","false","2.945","2be8d6a53f0ffe917e4de5cd2f61ca71e3ae8a5e7b35a0db3adda41352cdcd6e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","400","detachment","true","false","2.945","6c8fb5ffbae9fcebf3ba527ada2193873a2649ace2e9c6ad69d001d440d97c73"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","403","empathy","true","false","2.345","68b0634decb0904b8509eb5bbae9d8dadb904553553d66f5605d48364b57a516"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","409","empathy","true","false","2.400","97a03f79b2905e4ecfe14ffb706487efe1e88be54f2bac128d4d40f071c78777"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","410","detachment","true","true","2.700","e266b7d056739c98009578d28de3fa5c8afbc726a7beb9d7727f3d35f9174789"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","411","empathy","false","true","1.500","e7af06d9b504d0528ba8b87b6bbacbe734a28a60ed1588f002c6fd3e5f34d5d8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","412","detachment","true","false","2.835","01e018b018ded01f9dd634b8616a4403f518c1dd68fab3d04d3b930bf97ed4c1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","415","empathy","true","true","2.290","49faabc2442e6c0f4b4f6cca53d96c06d043988ce7dd5c979cb505a2192a7de8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","418","detachment","true","true","2.890","876ab71c44b0594a7e0bae17b7d2b205010addcf255cd1f2399b1156e78c0721"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","421","empathy","true","false","2.180","28fc6b4543397a5e43a34c61450f880b97eb8c7b84f6f82c834775d662141236"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","424","detachment","true","false","3.490","db8451429474e9cfad20014f6a800ac2eb09354a8eee7401747dbb21a1e70b34"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","427","empathy","true","false","2.835","1725fb107687974c80e8d72b764c2e29748ff14be478f586699c95b54ef560ca"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","430","detachment","true","false","2.890","8e2d5540e2d759c1b0fbbe2c2ea61d23561dd431b43ba9ad5180f2452dba90a7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","436","detachment","true","false","3.000","431345fcae44342f1cdcfe1bb34a74176f62e2ca8653e5843a03bd4c5fd85df9"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","439","empathy","true","false","2.400","9f3a94318493cc572651b3be0060d9cb0e20474d27f2dc6b5c9c2e7877cb5c73"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","442","detachment","true","true","3.000","c5a5715a792346553d148dca3ec7c4c0caf1b30782911f9586a781092eff11dc"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","447","empathy","false","true","1.990","aee57b724caf24a3132fa5a23a329734eb0400c3a04dd97ccdf3dd456f945ef3"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","448","detachment","true","false","2.835","b1af8e84fa17a34ea388f2a314335c5209cdb9df11ef720a13eba9b61cd2b97b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","449","empathy","true","true","1.080","ed56886e74f36890767931a6b36faffe89bd7229e4eedef104ae26108b5141a1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","451","empathy","false","true","1.445","1901d22eaa2d52ec9bb2aebca5048ef819a09e46aa3b2d5d4aa6c4b277ba9685"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","452","detachment","true","true","2.780","64115b2c411f55dc572edcdf0ad22755f4936d9cbb470b19f258b7eb090c26a7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","457","empathy","true","false","2.290","347ea5a4b03c79f6d82dcde41eda0ae4f33b0689059794aa810df4fd7119a43a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","458","detachment","true","false","2.835","d71f3bd0f19ab347d499b538b5156ce6ac52de6e3abca4d23d48141d179ee365"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","462","detachment","true","false","2.045","7d11a05c9aba3cc20d45aaee2ee53d2e54b009fae86dab0fe15cda67d4a2b823"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","464","detachment","true","false","3.000","396f090de67382e48d922d7a7a040e46c2afdc49f0aa0daf3930d48f27255133"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","467","empathy","true","false","2.125","97b9b4275c1fa7398a02fc96cff046145c2b1395f566a9d811dee23170cfd9c4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","470","detachment","true","true","2.945","b7e233c8f3002f3c4938c9866ee041ae82120361acaf4348047b15f214395995"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","471","empathy","true","false","2.345","cb1dd333765f6b5c8ca490e611a7efa80d20f0e56b1784da824b381c8fb70137"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","475","empathy","true","true","1.445","5627062b459a9e1237959b047609a62be4aa3553e05afc4e3ec2bfe34b9ce733"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","476","detachment","false","true","2.725","70ae2be8039fdcbee967de245a5527fa99441fb3205568f22fd7038feed6420d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","478","detachment","true","true","2.590","5fead63d6d5bc9e0fbd6e163703f18df983a3849080ab633b6e33bd264cd8ef6"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","482","detachment","true","false","3.000","fdbc8cd9204878e68cf10b31453afac930409d597a6fead19c55538ef49cd56b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","483","empathy","true","false","3.000","0a7fe15356452d0c81f06dd10586f9f968f4bd605741f7278d69a4a817e6e41b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","486","detachment","true","false","2.780","0dcbaff13747f8cf806b38f95153f74fbe1e3f6e606ccc0c39bf8426076024d4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","487","empathy","true","false","2.370","4a59c96a5126539f4f24ad590914e6019f05480a88842b9fee863211f07df1db"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","490","detachment","true","false","2.945","d6dce5b6087f05f45e607f125f63e58cb43c584fb571fc5db55a1668441c4b2f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","493","empathy","true","false","2.235","6445880a322b4a095c9eb29b22c3cd88c9ebb85a9c4d96bcd344fb6f1a12afbc"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","495","empathy","false","true","1.525","51a07849948cce0aeb1b35d7809ef906398aade4daf6dfb4dd2785389d83d559"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","499","empathy","true","true","2.235","c06177c9e777baa53543ca9d2a7d57c0882c5b4df10a426d91ea50c99c390862"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","502","detachment","true","false","2.780","a8b26d8679c21d8dc134a61da13aa029eaea13746e97618607f46ce444b572cf"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","505","empathy","true","true","2.180","4354e0007c4e937d32b33ba6bba9a2db126dda7a4d2bf8da443dfba5ec2c46b0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","508","detachment","true","true","2.780","a4f1959d93af1adb86ea5e7e409b0cf9484950decb000b123dce2f4aee60d094"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","514","detachment","true","true","2.890","975b083393a29d73beb27b0126fcd0f2e89e547c837fb116bae4c0beef2c0978"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","524","detachment","true","false","2.835","c079af3e314925af3f6409490cccf6b5e60fb61508a0d3913860758e79d3ea1f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","530","detachment","true","false","3.325","a7dde7deb786fc76b8b91ef8dfd23336c593b61dba5982b4918c9a182cddb719"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","531","empathy","true","false","2.400","dc7f71050f1f0d2303ce849c99644ef61a5116be48294fc9a4685ac0365d4946"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","536","detachment","true","true","2.835","bd8f914668836eb18b83a607e94f436a79b08e3056b8bda68b88e66332597874"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","537","empathy","true","false","2.125","d4f1c6e11a38c66e1d4f18614c67e5a834c96a4d28165fa34d86a0ed4dff7536"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","541","empathy","true","false","2.045","0bb34d5565e3d91c8d1b8fd4f2866e058996221172300d6c0cc7186399f6fd0e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","542","detachment","true","true","2.890","b87149945bbc090a9e0a332c5d0151516e49c662cdaf113604568008a7a996c2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","543","empathy","true","false","2.180","18b7c9904765f50a1de339ada6a501b740a1d7a6c901bf19d256e09d773b3e15"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","547","empathy","false","true","2.045","4a7d37c7153ba3fad4a416c11cdfb52eb0bc3239668e35116341ded49dc641ee"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","548","detachment","false","true","2.535","718607cce79ce37d745fa9a44f8f4b3cd5ba7f008574c0b91db15bdb598cf786"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","554","detachment","true","true","2.945","373af42e3c5cf2989356755aa1082183bb53a36d6db0dfe268ae674baaac1d7c"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","555","empathy","true","false","2.290","9f06b6ae905e0ca8aff4d5a6d4bf257c2b08ec39ee80802ac16f10d1371b4924"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","558","detachment","true","true","2.835","b81a6a6244ab02548f3a806f58f490fd9b60edb9badefc654f60009b5dcb8a8a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","560","detachment","true","false","2.835","863158ea36b00ab9935c14d6e29864c2f5935cae2c66554945ac17f05760488d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","561","empathy","true","true","1.600","bfe4c2a00f0af2b16d14b1b49260dd8f2cb19d136604229d8a1fb446717fddb9"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","566","detachment","false","true","2.780","0090819c99b2b7ac8250300796deb5945f77df5ed0b4591c782e5f4136e6ce39"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","569","empathy","false","true","1.335","e4653066fe3648634ca9813df8c1fea0d9c8dfcbc4b2009949d6126ab801d1a8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","572","detachment","true","false","3.000","0973a4763a5162a0a64a1a2e0b73b97587997b7707d150bb4b7e7f622fa8ee16"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","573","empathy","true","true","2.180","f1a55a8a5b2856e1db8a0ba269601e9659a1667396ccc1d2fcfc64142212e4ca"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","576","detachment","true","false","2.890","18a00f20ca591e89ed3fe6496318be7acac55634500ba089282b958ffcff1151"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","577","empathy","true","false","2.345","aa036f643b13f16f8a6bca452177c16ca4b890cc6abb51be80ce44ac63f99c23"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","580","detachment","true","true","2.890","64f540f7113ac9c1145d734b7bc24e4b658ce2d2e2f39b8f74c4a44d511dcb22"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","583","empathy","true","false","2.235","28a6cf52642158533f7fa9143002b4a70a8bc585bfe46a5d81e3ce3318f94b29"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","586","detachment","true","true","2.945","d2a7b97716ae7b15eede81c098e39a155d05f785761fb50b7aa6bab6fc4ee9aa"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","589","empathy","true","true","2.070","04f34ee750e785b951086953e544b070a5fadb1f88323ee2a61558ae406e402b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","596","detachment","true","false","2.835","34017a7d58ec67b5d761548633cf8374d889f1e85a8b4b485d702f9700d775aa"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","602","detachment","true","false","2.835","5a1ab97bfec0f4022fc8141dde7cf1489d333c153605e152c281dcbb6077f956"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","609","empathy","true","false","2.070","8c462e18ee084d5f2fba9ce2664688f6c192699d28cbcb95fb639960bb5a5e4b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","614","detachment","true","true","2.725","153607c77886aaddc2ee95e2290fff6672a7b084348084d687f140f6def6af7b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","615","empathy","true","true","2.345","24e348f6b5750b312906c782db35a8bc151f794b36d92880ef001940d533654d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","619","empathy","false","true","1.415","bf0bcbdd053ee730f0fc3562f7f1f57e5d06821e33954b6e340182774d378bd8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","620","detachment","true","false","2.890","37aed0fc440bb185de8e03d29bab47bf2037354a88791e4d31db2be4595dc427"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","626","detachment","true","true","2.945","eeade4659f3f4ec45106fcd949bb75919fc1fe9c2c5b6a22dc4266526ef04dbf"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","627","empathy","true","false","2.290","e98499a6c1e2a66a262a7c4fda8347b7c1797b466a68822255bca3a65b937f00"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","633","empathy","true","false","2.345","12dd0d7e976782fd9ad16fac1cb50049834ad7e306153b2e30aaac3d03523708"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","638","detachment","true","true","2.945","55766fc25a53143d83ac0e9a598e7ed6efc37242a115e93bb1acdad12f9dfed1"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","642","detachment","false","true","3.000","b0eeb7d42591a9e2403189b310c835c2a740d797f475ff4fb84474f08419a713"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","643","empathy","false","true","1.170","14c03fa5e8d78b9148ae423cee81d78b39723c45aea453e54d200967fe6b008d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","645","empathy","true","true","2.125","384d8a680c34e24715cea6add23c7d76dad014407e730083631bed6ea635a6be"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","648","detachment","true","true","2.725","dee19df4eda01d5753c4ed02ef6f02c508135311de984413e9ac9dc935acf294"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","650","detachment","true","true","2.890","f5c244c75ab7df81aa2aeb4ef2a08cd3694c9b46c0ae5e994500d0b8a53baedf"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","656","detachment","true","false","2.835","bb55dd1e5cfee00d50b4cc93701bcda83d04e0e66ad6c3c02867d76fe16816d9"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","657","empathy","true","false","2.235","ae26247df8f42c88eee255472f3cc1bab14a4330f33fe648a7291a63db411acb"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","661","empathy","false","true","1.390","e0daafed9df22cbe4693b7172f61ba2c1c7ae63bcdbe32db4b80a92eafdc830d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","662","detachment","false","true","2.890","6a3b5992b74f4961e34d6fc470b20daa46e4ffa5675caa0c22e90a6894fd9616"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","663","empathy","true","false","2.290","783c234d3d4a2f179f34a6756dfb6548646feb5f331c5e32fe3bcd853968a802"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","666","detachment","true","false","3.000","e06d9df229829ac4f7a9470a37bd33d81984cfe7398574461730e0462e9fe1a6"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","668","detachment","true","true","2.835","57c72214f6ad25561e8ef0133ca1496a871bb3fa0662616f2966beea4ee74dd7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","669","empathy","true","true","2.345","d7fd934f0685e748c6d784e07665f9bd875a38a3f409d82b8b838fe16dc788a7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","675","empathy","true","false","2.290","d1aaa9c5431dc4004f4eefc93ac402d8a74c73fd1d20edd20449831592433abf"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","680","detachment","true","true","2.835","a390b12d31cbc989186c2c2eff47bb3d3db81167de7dedb0820547f841f817f6"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","681","empathy","true","false","3.490","c0bccd07e6ffccfc7f5c5877a6b55d1d580bfec681e1ba1d98d121df0dac5c50"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","684","detachment","true","false","2.945","b91fe589fca0f88b14f8afa4b3c6cf425f374f74dbb775df02b9ac1278e0a353"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","686","detachment","true","false","2.835","b86da6af2754ac6ac8ab895064aa6919a77a8389e5312a11fa60d3a13e0bd3da"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","687","empathy","true","false","2.180","b474fab8a82f968cfc697927ae81aab1ce6fd5a69a4dbf05e56a1b9830b56230"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","689","empathy","true","true","1.990","790e8733caef585539f9f8bd51bfeb6168aba4dc1a785d02a0d30d5122d90164"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","692","detachment","true","false","2.945","e5ef53c36e65c80d38d7ef23136b4b4bcec124b1727948989d25645e2aa22f02"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","702","detachment","true","false","2.945","feacb46ea61821d49abc8254ce757050de17b9000f352b76fdbe302840b89662"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","704","detachment","true","true","2.945","d9060f7037e068353dc9f49af58035f5f2bf8b788c2d4261349699f3a83374fd"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","705","empathy","true","true","2.125","81043b3228ef349f476f5a909feb6b32ea1d20a9ecf9aac3f0d39d2de5357469"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","710","detachment","true","false","2.890","4324050741c99324f599d0cdec961b38b472ec10732917395de79416b66d173d"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","716","detachment","true","true","2.725","3dc00324cb5263aa9dbf0242c9e1e681441200eece3a406c7d52c945d11dea7b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","717","empathy","true","false","2.780","9f4f01b2efb2edfdf55b64e396be3401e1a5739dba652597808dbf44c509b480"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","720","detachment","true","false","2.835","86917d5dcb70325e3f134b291050971ebbfe5a32d4f49b74854239aff77a3b2a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","722","detachment","true","true","2.835","8ebbefa81f92a27f63dcb5766b01e7cdfd3fddc9e1bd1c109e675913dae2a983"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","724","detachment","true","true","2.645","ddf4ba8fb625181e54167b098adb5a47e438172696e2efe7fe52bac85b32d85e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","728","detachment","false","true","3.000","f6fbc94365f1b91e14ab7acb7601e5624bd8250b9974fc61bd596a8de2c47658"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","729","empathy","true","false","2.290","11badcc45d9ad76a58efbbf3f4f7ede6018bd05373758a751d9568c3acc28f1b"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","734","detachment","true","false","2.890","ce2552042a86ac6f069823d390279d8d79ed31688db0262fb52f120cff124819"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","735","empathy","true","false","2.345","5aa91af5303a10c705966a73745db4b16fe83fb95d587510144e8c3c4edcd42a"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","738","detachment","true","true","2.890","10ebe4c6a41455909deb014545c51002f2908c3fba61d9b37acb8ce60335fba5"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","740","detachment","true","false","2.890","c8573181fbdb3853e04128a5f92462f46a63d04f3c1c18502f2658483f90bf62"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","741","empathy","true","true","2.235","2f49c411330e7c30e0965cc278ad9db432ac7cdc82291d2ae917b115afd28044"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","746","detachment","true","true","2.945","9c27e835d204e83b30e31a3ef94b7bcf45d6f596f65ca255bc68c1fcb63cea36"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","752","detachment","true","true","2.670","bb2c50769f001e9e1d56328666d914ca5dd5ae20260c0acdd84c37edc4b5a79e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","753","empathy","true","true","2.290","cebb0880d28b869d2116476fee9426596f642333557d9950de4da4e8f12b6833"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","755","empathy","false","true","1.390","35e474e82e976ea9865a478f69788971afef7c0aa33385cb118a6fd9418203b2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","756","detachment","true","false","3.000","ed97f452e11b0902ff1eb1072b7dfbb4bbe0126c218c1bfc95dd1be9bb4bc5d3"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","758","detachment","true","true","2.945","9875b9ace58f92e26ca9d873df80437b0034bfc5754cb4a02d54198bbfd3d562"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","764","detachment","true","true","2.945","9e027355d3ff4c8e92bdc2e87d0c87a1294e45dce5f14fbcefd021919135b866"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","765","empathy","true","false","2.590","fc93d98bd4f00b47d5a414dabe322e87442f34a53ae3618c7365b9b62281c11f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","767","empathy","false","true","2.590","28023a19bc2bd78087c12ceab28e1f3ea7e92187090b5b8494a572872138112f"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","774","detachment","true","true","3.000","cdb1f840c0286d9e026637aed0855a5e88c1f35de7b4bc7c008613f451c112a0"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","776","detachment","true","false","2.890","1dcc7e67bc39cfe8227bd515ef7166e64093bb16aa2aee08418ffc810c7dcb34"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","777","empathy","true","false","2.290","dd9e328f213a056b59df4a9f7d4860dfc99aca8db7e045ef5df549debe7de7dd"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","782","detachment","true","false","3.000","d43c3c1c8cd6a2e9d7d363db8c7aa000e2431762c207737bbe065c2c9beb4515"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","783","empathy","true","false","2.290","640f3a570dc4a3b6e2e8054283c03d8e9cbc489cef8d9e5270fa0d7d9653c197"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","788","detachment","true","true","2.945","1f6639d08e511f77a495dffe470eb77c5efa5db6a580a38bcbe2c77b8881959e"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","793","empathy","true","true","1.445","03f958b1954b24c08d8fe674e173cc25bb260dcc9cfaa36a724ed912dd0a87f4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","794","detachment","true","true","3.000","d1d87c28836b05e280b26d05283969ef294176e5001cc35bc946f9ef4e795efd"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","795","empathy","true","false","2.290","fd0182b77b1166f0842958d54cc29525ffd3870f79a67d5f59bac5d3b15b44a7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","800","detachment","false","true","2.945","fe25020694a1c08fa3d59b5eac5c8eac0f02a65a36ea0583105104e2d439ff34"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","801","empathy","true","true","2.345","694ca6d82b1356bc46b7b5c4122862192ace49ba98288408e6cb8d7cdf4386c2"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","806","detachment","true","false","2.945","5d45b735b59744bdfd601e1b3776376fd096ca6cf547831c801b001252a07b49"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","807","empathy","true","false","2.290","0763f92def7ad7cd5eac7e302b86fc223db10b8a46e0d5f84f9f6d271aeb42e4"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","810","detachment","true","false","2.835","8f075b779a4426fb2717ed3d5c201b6f82e735205f4d128c437af7bbeae4d1ae"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","812","detachment","true","true","2.835","0a481661f45af43a0b371569f00b988c55e6b95c77fc209803ebbd784c07ce57"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","813","empathy","true","false","2.180","5db5bffcf7a71379985984ebd791cadb277857cb61788c5e2fade62c1a6f20a7"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","818","detachment","true","false","2.945","51852af296d5f905a41c1dcd1390b742aa33301c6dbe9fc1e14f1352828a54d8"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","824","detachment","true","true","2.835","7bb142bb97a941453cb6f769642e373f1f6f37915ad14d5c8883b62c529dd587"
"4db0f6979b61a6ccaade787cf93c75f8b57cd270","828","detachment","true","false","2.725","06c1dcdaa7a14f7be46ee252bd189ea3a537ca77a07a6367f3ab00223df04a2d"
